t,in_mass_flow,out_mass_flow
42.41,0,0
42.415,0,0
42.42,0,0
42.425,0,0
42.43,0,0
42.435,0,0
42.44,0,0
42.445,0,0
42.45,0,0
42.455,0,0
42.46,0,0
42.465,0,0
42.47,0,0
42.475,0,0
42.48,0,0
42.485,0,0
42.49,0,0
42.495,0,0
42.5,0,0
42.505,0,0
42.51,0,0
42.515,0,0
42.52,0,0
42.525,0,0
42.53,0,0
42.535,0,0
42.54,0,0
42.545,0,0
42.55,0,0
42.555,0,0
42.56,0,0
42.565,0,0
42.57,0,0
42.575,0,0
42.58,0,0
42.585,0,0
42.59,0,0
42.595,0,2.93215314335027e-08
42.6,0,0
42.605,0,0
42.61,0,0
42.615,0,0
42.62,0,0
42.625,0,0
42.63,0,0
42.635,0,0
42.64,0,0
42.645,0,0
42.65,0,0
42.655,0,0
42.66,0,0
42.665,0,0
42.67,0,0
42.675,0,0
42.68,0,0
42.685,0,0
42.69,0,0
42.695,0,0
42.7,0,0
42.705,0,0
42.71,0,0
42.715,0,0
42.72,0,0
42.725,0,0
42.73,0,0
42.735,0,0
42.74,0,0
42.745,0,0
42.75,0,0
42.755,0,0
42.76,0,0
42.765,0,0
42.77,0,0
42.775,0,0
42.78,0,0
42.785,0,0
42.79,0,0
42.795,0,0
42.8,0,0
42.805,0,0
42.81,0,0
42.815,0,0
42.82,0,0
42.825,0,0
42.83,0,0
42.835,0,0
42.84,0,0
42.845,0,0
42.85,0,0
42.855,0,0
42.86,0,0
42.865,0,0
42.87,0,0
42.875,0,0
42.88,0,0
42.885,0,0
42.89,0,0
42.895,0,0
42.9,0,0
42.905,0,0
42.91,0,0
42.915,0,0
42.92,0,0
42.925,0,0
42.93,0,0
42.935,0,0
42.94,0,0
42.945,0,0
42.95,0,0
42.955,0,0
42.96,0,0
42.965,0,0
42.97,0,0
42.975,0,0
42.98,0,0
42.985,0,0
42.99,0,0
42.995,0,0
43,0,0
43.005,0,0
43.01,0,0
43.015,0,0
43.02,0,0
43.025,0,0
43.03,0,0
43.035,0,0
43.04,0,0
43.045,0,0
43.05,0,0
43.055,0,0
43.06,0,0
43.065,0,0
43.07,0,0
43.075,0,0
43.08,0,0
43.085,0,0
43.09,0,0
43.095,0,0
43.1,0,0
43.105,0,0
43.11,0,0
43.115,0,0
43.12,0,0
43.125,0,0
43.13,0,0
43.135,0,0
43.14,0,0
43.145,0,0
43.15,0,0
43.155,0,0
43.16,0,0
43.165,0,0
43.17,0,0
43.175,0,0
43.18,0,0
43.185,0,0
43.19,0,0
43.195,0,0
43.2,0,0
43.205,0,0
43.21,0,0
43.215,0,0
43.22,0,0
43.225,0,0
43.23,0,0
43.235,0,0
43.24,0,0
43.245,0,0
43.25,0,0
43.255,0,0
43.26,0,0
43.265,0,0
43.27,0,0
43.275,0,0
43.28,0,0
43.285,0,0
43.29,0,0
43.295,0,0
43.3,0,0
43.305,0,0
43.31,0,0
43.315,0,0
43.32,0,0
43.325,0,0
43.33,0,0
43.335,0,0
43.34,0,0
43.345,0,0
43.35,0,0
43.355,0,0
43.36,0,0
43.365,0,0
43.37,0,0
43.375,0,0
43.38,0,0
43.385,0,0
43.39,0,0
43.395,0,0
43.4,0,0
43.405,0,0
43.41,0,0
43.415,0,0
43.42,0,0
43.425,0,0
43.43,0,0
43.435,0,0
43.44,0,0
43.445,0,0
43.45,0,0
43.455,0,0
43.46,0,0
43.465,0,0
43.47,0,0
43.475,0,0
43.48,0,0
43.485,0,0
43.49,0,0
43.495,0,0
43.5,0,0
43.505,0,0
43.51,0,0
43.515,0,0
43.52,0,0
43.525,0,0
43.53,0,0
43.535,0,0
43.54,0,0
43.545,0,0
43.55,0,0
43.555,0,0
43.56,0,0
43.565,0,0
43.57,0,0
43.575,0,0
43.58,0,0
43.585,0,0
43.59,0,0
43.595,0,0
43.6,0,0
43.605,0,0
43.61,0,0
43.615,0,0
43.62,0,0
43.625,0,0
43.63,0,0
43.635,0,0
43.64,0,0
43.645,0,0
43.65,0,0
43.655,0,0
43.66,0,0
43.665,0,0
43.67,0,0
43.675,0,0
43.68,0,0
43.685,0,0
43.69,0,0
43.695,0,0
43.7,0,0
43.705,0,0
43.71,0,0
43.715,0,0
43.72,0,0
43.725,0,0
43.73,0,0
43.735,0,0
43.74,0,0
43.745,0,0
43.75,0,0
43.755,0,0
43.76,0,0
43.765,0,0
43.77,0,0
43.775,0,0
43.78,0,0
43.785,0,0
43.79,0,0
43.795,0,0
43.8,0,0
43.805,0,0
43.81,0,0
43.815,0,0
43.82,0,0
43.825,0,0
43.83,0,0
43.835,0,0
43.84,0,0
43.845,0,0
43.85,0,0
43.855,0,0
43.86,0,0
43.865,0,0
43.87,0,0
43.875,0,0
43.88,0,0
43.885,0,0
43.89,0,0
43.895,0,0
43.9,0,0
43.905,0,0
43.91,0,0
43.915,0,0
43.92,0,0
43.925,0,0
43.93,0,0
43.935,0,0
43.94,0,0
43.945,0,0
43.95,0,0
43.955,0,0
43.96,0,0
43.965,0,0
43.97,0,0
43.975,0,0
43.98,0,0
43.985,0,0
43.99,0,0
43.995,0,0
44,0,0
44.005,0,0
44.01,0,0
44.015,0,0
44.02,0,0
44.025,0,0
44.03,0,0
44.035,0,0
44.04,0,0
44.045,0,0
44.05,0,0
44.055,0,0
44.06,0,0
44.065,0,0
44.07,0,0
44.075,0,0
44.08,0,0
44.085,0,0
44.09,0,0
44.095,0,0
44.1,0,0
44.105,0,0
44.11,0,0
44.115,0,0
44.12,0,0
44.125,0,0
44.13,0,0
44.135,0,0
44.14,0,0
44.145,0,0
44.15,0,0
44.155,0,0
44.16,0,0
44.165,0,0
44.17,0,0
44.175,0,0
44.18,0,0
44.185,0,0
44.19,0,0
44.195,0,0
44.2,0,0
44.205,0,0
44.21,0,0
44.215,0,0
44.22,0,0
44.225,0,0
44.23,0,0
44.235,0,0
44.24,0,0
44.245,0,0
44.25,0,0
44.255,0,0
44.26,0,0
44.265,0,0
44.27,0,0
44.275,0,0
44.28,0,0
44.285,0,0
44.29,0,0
44.295,0,0
44.3,0,0
44.305,0,0
44.31,0,0
44.315,0,0
44.32,0,0
44.325,0,0
44.33,0,0
44.335,0,0
44.34,0,0
44.345,0,0
44.35,0,0
44.355,0,0
44.36,0,0
44.365,0,0
44.37,0,0
44.375,0,0
44.38,0,0
44.385,0,0
44.39,0,0
44.395,0,0
44.4,0,0
44.405,0,0
44.41,0,0
44.415,0,0
44.42,0,0
44.425,0,0
44.43,0,0
44.435,0,0
44.44,0,0
44.445,0,0
44.45,0,0
44.455,0,0
44.46,0,0
44.465,0,0
44.47,0,0
44.475,0,0
44.48,0,0
44.485,0,0
44.49,0,0
44.495,0,0
44.5,0,0
44.505,0,0
44.51,0,0
44.515,0,0
44.52,0,0
44.525,0,0
44.53,0,0
44.535,0,0
44.54,0,0
44.545,0,0
44.55,0,0
44.555,0,0
44.56,0,0
44.565,0,0
44.57,0,0
44.575,0,0
44.58,0,0
44.585,0,0
44.59,0,0
44.595,0,0
44.6,0,0
44.605,0,0
44.61,0,0
44.615,0,0
44.62,0,0
44.625,0,0
44.63,0,0
44.635,0,0
44.64,0,0
44.645,0,0
44.65,0,0
44.655,0,0
44.66,0,0
44.665,0,0
44.67,0,0
44.675,0,0
44.68,0,0
44.685,0,0
44.69,0,0
44.695,0,0
44.7,0,0
44.705,0,0
44.71,0,0
44.715,0,0
44.72,0,0
44.725,0,0
44.73,0,0
44.735,0,0
44.74,0,0
44.745,0,0
44.75,0,0
44.755,0,0
44.76,0,0
44.765,0,0
44.77,0,0
44.775,0,0
44.78,0,0
44.785,0,0
44.79,0,0
44.795,0,0
44.8,0,0
44.805,0,0
44.81,0,0
44.815,0,0
44.82,0,0
44.825,0,0
44.83,0,0
44.835,0,0
44.84,0,0
44.845,0,0
44.85,0,0
44.855,0,0
44.86,0,0
44.865,0,0
44.87,0,0
44.875,0,0
44.88,0,0
44.885,0,0
44.89,0,0
44.895,0,0
44.9,0,0
44.905,0,0
44.91,0,0
44.915,0,0
44.92,0,0
44.925,0,0
44.93,0,0
44.935,0,0
44.94,0,0
44.945,0,0
44.95,0,0
44.955,0,0
44.96,0,0
44.965,0,0
44.97,0,0
44.975,0,0
44.98,0,0
44.985,0,0
44.99,0,0
44.995,0,0
45,0,0
45.005,0,0
45.01,0,0
45.015,0,0
45.02,0,0
45.025,0,0
45.03,0,0
45.035,0,0
45.04,0,0
45.045,0,0
45.05,0,0
45.055,0,0
45.06,0,0
45.065,0,0
45.07,0,0
45.075,0,0
45.08,0,0
45.085,0,0
45.09,0,0
45.095,0,0
45.1,0,0
45.105,0,0
45.11,0,0
45.115,0,0
45.12,0,0
45.125,0,0
45.13,0,0
45.135,0,0
45.14,0,0
45.145,0,0
45.15,0,0
45.155,0,0
45.16,0,0
45.165,0,0
45.17,0,0
45.175,0,0
45.18,0,0
45.185,0,0
45.19,0,0
45.195,0,0
45.2,0,0
45.205,0,0
45.21,0,0
45.215,0,0
45.22,0,0
45.225,0,0
45.23,0,0
45.235,0,0
45.24,0,0
45.245,0,0
45.25,0,0
45.255,0,0
45.26,0,0
45.265,0,0
45.27,0,0
45.275,0,0
45.28,0,0
45.285,0,0
45.29,0,0
45.295,0,0
45.3,0,0
45.305,0,0
45.31,0,0
45.315,0,0
45.32,0,0
45.325,0,0
45.33,0,0
45.335,0,0
45.34,0,0
45.345,0,0
45.35,0,0
45.355,0,0
45.36,0,0
45.365,0,0
45.37,0,0
45.375,0,0
45.38,0,0
45.385,0,0
45.39,0,0
45.395,0,0
45.4,0,0
45.405,0,0
45.41,0,0
45.415,0,0
45.42,0,0
45.425,0,0
45.43,0,0
45.435,0,0
45.44,0,0
45.445,0,0
45.45,0,0
45.455,0,0
45.46,0,0
45.465,0,0
45.47,0,0
45.475,0,0
45.48,0,0
45.485,0,0
45.49,0,0
45.495,0,0
45.5,0,0
45.505,0,0
45.51,0,0
45.515,0,0
45.52,0,0
45.525,0,0
45.53,0,0
45.535,0,0
45.54,0,0
45.545,0,0
45.55,0,0
45.555,0,0
45.56,0,0
45.565,0,0
45.57,0,0
45.575,0,0
45.58,0,0
45.585,0,0
45.59,0,0
45.595,0,0
45.6,0,0
45.605,0,0
45.61,0,0
45.615,0,0
45.62,0,0
45.625,0,0
45.63,0,0
45.635,0,0
45.64,0,0
45.645,0,0
45.65,0,0
45.655,0,0
45.66,0,0
45.665,0,0
45.67,0,0
45.675,0,0
45.68,0,0
45.685,0,0
45.69,0,0
45.695,0,0
45.7,0,0
45.705,0,0
45.71,0,0
45.715,0,0
45.72,0,0
45.725,0,0
45.73,0,0
45.735,0,0
45.74,0,0
45.745,0,0
45.75,0,0
45.755,0,0
45.76,0,0
45.765,0,0
45.77,0,0
45.775,0,0
45.78,0,0
45.785,0,0
45.79,0,0
45.795,0,0
45.8,0,0
45.805,0,0
45.81,0,0
45.815,0,0
45.82,0,0
45.825,0,0
45.83,0,0
45.835,0,0
45.84,0,0
45.845,0,0
45.85,0,0
45.855,0,0
45.86,0,0
45.865,0,0
45.87,0,0
45.875,0,0
45.88,0,0
45.885,0,0
45.89,0,0
45.895,0,0
45.9,0,0
45.905,0,0
45.91,0,0
45.915,0,0
45.92,0,0
45.925,0,0
45.93,0,0
45.935,0,0
45.94,0,0
45.945,0,0
45.95,0,0
45.955,0,0
45.96,0,0
45.965,0,0
45.97,0,0
45.975,0,0
45.98,0,0
45.985,0,0
45.99,0,0
45.995,0,0
46,0,0
46.005,0,0
46.01,0,0
46.015,0,0
46.02,0,0
46.025,0,0
46.03,0,0
46.035,0,0
46.04,0,0
46.045,0,0
46.05,0,0
46.055,0,0
46.06,0,0
46.065,0,0
46.07,0,0
46.075,0,0
46.08,0,0
46.085,0,0
46.09,0,0
46.095,0,0
46.1,0,0
46.105,0,0
46.11,0,0
46.115,0,0
46.12,0,0
46.125,0,0
46.13,0,0
46.135,0,0
46.14,0,0
46.145,0,0
46.15,0,0
46.155,0,0
46.16,0,0
46.165,0,0
46.17,0,0
46.175,0,0
46.18,0,0
46.185,0,0
46.19,0,0
46.195,0,0
46.2,0,0
46.205,0,0
46.21,0,0
46.215,0,0
46.22,0,0
46.225,0,0
46.23,0,0
46.235,0,0
46.24,0,0
46.245,0,0
46.25,0,0
46.255,0,0
46.26,0,0
46.265,0,0
46.27,0,0
46.275,0,0
46.28,0,0
46.285,0,0
46.29,0,0
46.295,0,0
46.3,0,0
46.305,0,0
46.31,0,0
46.315,0,0
46.32,0,0
46.325,0,0
46.33,0,0
46.335,0,0
46.34,0,0
46.345,0,0
46.35,0,0
46.355,0,0
46.36,0,0
46.365,0,0
46.37,0,0
46.375,0,0
46.38,0,0
46.385,0,0
46.39,0,0
46.395,0,0
46.4,0,0
46.405,0,0
46.41,0,0
46.415,0,0
46.42,0,0
46.425,0,0
46.43,0,0
46.435,0,0
46.44,0,0
46.445,0,0
46.45,0,0
46.455,0,0
46.46,0,0
46.465,0,0
46.47,0,0
46.475,0,0
46.48,0,0
46.485,0,0
46.49,0,0
46.495,0,0
46.5,0,0
46.505,0,0
46.51,0,0
46.515,0,0
46.52,0,0
46.525,0,0
46.53,0,0
46.535,0,0
46.54,0,0
46.545,0,0
46.55,0,0
46.555,0,0
46.56,0,0
46.565,0,0
46.57,0,0
46.575,0,0
46.58,0,0
46.585,0,0
46.59,0,0
46.595,0,0
46.6,0,0
46.605,0,0
46.61,0,0
46.615,0,0
46.62,0,0
46.625,0,0
46.63,0,0
46.635,0,0
46.64,0,0
46.645,0,0
46.65,0,0
46.655,0,0
46.66,0,0
46.665,0,0
46.67,0,0
46.675,0,0
46.68,0,0
46.685,0,0
46.69,0,0
46.695,0,0
46.7,0,0
46.705,0,0
46.71,0,0
46.715,0,0
46.72,0,0
46.725,0,0
46.73,0,0
46.735,0,0
46.74,0,0
46.745,0,0
46.75,0,0
46.755,0,0
46.76,0,0
46.765,0,0
46.77,0,0
46.775,0,0
46.78,0,0
46.785,0,0
46.79,0,0
46.795,0,0
46.8,0,0
46.805,0,0
46.81,0,0
46.815,0,0
46.82,0,0
46.825,0,0
46.83,0,0
46.835,0,0
46.84,0,0
46.845,0,0
46.85,0,0
46.855,0,0
46.86,0,0
46.865,0,0
46.87,0,0
46.875,0,0
46.88,0,0
46.885,0,0
46.89,0,0
46.895,0,0
46.9,0,0
46.905,0,0
46.91,0,0
46.915,0,0
46.92,0,0
46.925,0,0
46.93,0,0
46.935,0,0
46.94,0,0
46.945,0,0
46.95,0,0
46.955,0,0
46.96,0,0
46.965,0,0
46.97,0,0
46.975,0,0
46.98,0,0
46.985,0,0
46.99,0,0
46.995,0,0
47,0,0
47.005,0,0
47.01,0,0
47.015,0,0
47.02,0,0
47.025,0,0
47.03,0,0
47.035,0,0
47.04,0,0
47.045,0,0
47.05,0,0
47.055,0,0
47.06,0,0
47.065,0,0
47.07,0,0
47.075,0,0
47.08,0,0
47.085,0,0
47.09,0,0
47.095,0,0
47.1,0,0
47.105,0,0
47.11,0,0
47.115,0,0
47.12,0,0
47.125,0,0
47.13,0,0
47.135,0,0
47.14,0,0
47.145,0,0
47.15,0,0
47.155,0,0
47.16,0,0
47.165,0,0
47.17,0,0
47.175,0,0
47.18,0,0
47.185,0,0
47.19,0,0
47.195,0,0
47.2,0,0
47.205,0,0
47.21,0,0
47.215,0,0
47.22,0,0
47.225,0,0
47.23,0,0
47.235,0,0
47.24,0,0
47.245,0,0
47.25,0,0
47.255,0,0
47.26,0,0
47.265,0,0
47.27,0,0
47.275,0,0
47.28,0,0
47.285,0,0
47.29,0,0
47.295,0,0
47.3,0,0
47.305,0,0
47.31,0,0
47.315,0,0
47.32,0,0
47.325,0,0
47.33,0,0
47.335,0,0
47.34,0,0
47.345,0,0
47.35,0,0
47.355,0,0
47.36,0,0
47.365,0,0
47.37,0,0
47.375,0,0
47.38,0,0
47.385,0,0
47.39,0,0
47.395,0,0
47.4,0,0
47.405,0,0
47.41,0,0
47.415,0,0
47.42,0,0
47.425,0,0
47.43,0,0
47.435,0,0
47.44,0,0
47.445,0,0
47.45,0,0
47.455,0,0
47.46,0,0
47.465,0,0
47.47,0,0
47.475,0,0
47.48,0,0
47.485,0,0
47.49,0,0
47.495,0,0
47.5,0,0
47.505,0,0
47.51,0,0
47.515,0,0
47.52,0,0
47.525,0,0
47.53,0,0
47.535,0,0
47.54,0,0
47.545,0,0
47.55,0,0
47.555,0,0
47.56,0,0
47.565,0,0
47.57,0,0
47.575,0,0
47.58,0,0
47.585,0,0
47.59,0,0
47.595,0,0
47.6,0,0
47.605,0,0
47.61,0,0
47.615,0,0
47.62,0,0
47.625,0,0
47.63,0,0
47.635,0,0
47.64,0,0
47.645,0,0
47.65,0,0
47.655,0,0
47.66,0,0
47.665,0,0
47.67,0,0
47.675,0,0
47.68,0,0
47.685,0,0
47.69,0,0
47.695,0,0
47.7,0,0
47.705,0,0
47.71,0,0
47.715,0,0
47.72,0,0
47.725,0,0
47.73,0,0
47.735,0,0
47.74,0,0
47.745,0,0
47.75,0,0
47.755,0,0
47.76,0,0
47.765,0,0
47.77,0,0
47.775,0,0
47.78,0,0
47.785,0,0
47.79,0,0
47.795,0,0
47.8,0,0
47.805,0,0
47.81,0,0
47.815,0,0
47.82,0,0
47.825,0,0
47.83,0,0
47.835,0,0
47.84,0,0
47.845,0,0
47.85,0,0
47.855,0,0
47.86,0,0
47.865,0,0
47.87,0,0
47.875,0,0
47.88,0,0
47.885,0,0
47.89,0,0
47.895,0,0
47.9,0,0
47.905,0,0
47.91,0,0
47.915,0,0
47.92,0,0
47.925,0,0
47.93,0,0
47.935,0,0
47.94,0,0
47.945,0,0
47.95,0,0
47.955,0,0
47.96,0,0
47.965,0,0
47.97,0,0
47.975,0,0
47.98,0,0
47.985,0,0
47.99,0,0
47.995,0,0
48,0,0
48.005,0,0
48.01,0,0
48.015,0,0
48.02,0,0
48.025,0,0
48.03,0,0
48.035,0,0
48.04,0,0
48.045,0,0
48.05,0,0
48.055,0,0
48.06,0,0
48.065,0,0
48.07,0,0
48.075,0,0
48.08,0,0
48.085,0,0
48.09,0,0
48.095,0,0
48.1,0,0
48.105,0,0
48.11,0,0
48.115,0,0
48.12,0,0
48.125,0,0
48.13,0,0
48.135,0,0
48.14,0,0
48.145,0,0
48.15,0,0
48.155,0,0
48.16,0,0
48.165,0,0
48.17,0,0
48.175,0,0
48.18,0,0
48.185,0,0
48.19,0,0
48.195,0,0
48.2,0,0
48.205,0,0
48.21,0,0
48.215,0,0
48.22,0,0
48.225,0,0
48.23,0,0
48.235,0,0
48.24,0,0
48.245,0,0
48.25,0,0
48.255,0,0
48.26,0,0
48.265,0,0
48.27,0,0
48.275,0,0
48.28,0,0
48.285,0,0
48.29,0,0
48.295,0,0
48.3,0,0
48.305,0,0
48.31,0,0
48.315,0,0
48.32,0,0
48.325,0,0
48.33,0,0
48.335,0,0
48.34,0,0
48.345,0,0
48.35,0,0
48.355,0,0
48.36,0,0
48.365,0,0
48.37,0,0
48.375,0,0
48.38,0,0
48.385,0,0
48.39,0,0
48.395,0,0
48.4,0,0
48.405,0,0
48.41,0,0
48.415,0,0
48.42,0,0
48.425,0,0
48.43,0,0
48.435,0,0
48.44,0,0
48.445,0,0
48.45,0,0
48.455,0,0
48.46,0,0
48.465,0,0
48.47,0,0
48.475,0,0
48.48,0,0
48.485,0,0
48.49,0,0
48.495,0,0
48.5,0,0
48.505,0,0
48.51,0,0
48.515,0,0
48.52,0,0
48.525,0,0
48.53,0,0
48.535,0,0
48.54,0,0
48.545,0,0
48.55,0,0
48.555,0,0
48.56,0,0
48.565,0,0
48.57,0,0
48.575,0,0
48.58,0,0
48.585,0,0
48.59,0,0
48.595,0,0
48.6,0,0
48.605,0,0
48.61,0,0
48.615,0,0
48.62,0,0
48.625,0,0
48.63,0,0
48.635,0,0
48.64,0,0
48.645,0,0
48.65,0,0
48.655,0,0
48.66,0,0
48.665,0,0
48.67,0,0
48.675,0,0
48.68,0,0
48.685,0,0
48.69,0,0
48.695,0,0
48.7,0,0
48.705,0,0
48.71,0,0
48.715,0,0
48.72,0,0
48.725,0,0
48.73,0,0
